0,1
"en: At the funeral, the widow looked very dignified, with her black suit, hat and gloves.","ny: Pa malirowo, nafedwa amaoneka wokhudzidwa kwambiri, atavala suite yake yokuda, chipewa ndima golovu mmanja."
"en: Daddy, let's make faces at each other and see who can keep from laughing the longest.","ny: Abambo, tiyeni tiyang'anizane ndipo tione amene akhoza kukhala osaseka kwa nthawi yaitali."
en: Do you think you have to be able to pass for a native speaker to be an effective spy?,ny: Ukuganiza kuti ukhoza kukwanitsa kupambana mwini chiyakhulo kuti ukhale wofufuza wachinsinsi wabwino?
"en: Generally speaking, we Japanese are a little too timid in speaking foreign languages.","ny: Kuyankhula mwa ntchuntchuntchu, ife a chijapani ndiotsalira pomphunzira ziyankhulo za maiko ena."
en: He made it clear that he had no intention of becoming a professional football player.,ny: Anayakhula momveka bwino kuti alibe maganizo ofuna kuzakhala katswiri wa mpira wamiyendo.
"en: He turned the bottle upside down and shook it, but still the honey wouldn't come out.","ny: Anagadamutsa botolo ndikugwedeza, komabe uchi sunatuluke."
en: I don't know what I'm going to do with my cat now that I'm moving to another country.,ny: Sindikudziwa kuti ndipanga nae chiyani mphaka wanga poti ndikupita ku dziko lina.
en: I'd like to take advantage of this opportunity to thank you all for your cooperation.,ny: Ndikufuna nditengerepo mwayi pa nthawiyi kuthokoza inu nonse pololerana.
"en: If people who smoke are deprived of their cigarettes, they get nervous and irritable.","ny: Ngati athu omwe amasuta achotsedwera fodya wosuta, amankhala amanjenje komanso okhumudwa."
"en: If you want to hear a scary story, I'll tell you about a dream I had a few weeks ago.","ny: Ngati ukufuna kumva nkhani zochititsa tsemwe, ndikuuzani za maloto omwe ndinali nawo ma sabata apitawo."
"en: In London, the police are always worried about finding a bomb on the train or subway.","ny: Ku London, apolice nthawi zonse amadandaula ndikupeza bomba pa sitima kapena njira zokumbidwa pansi pa nthaka momwe sitima zimadutsa."
"en: In all of my travels, I have never seen a more beautiful mountain than Mount Everest.","ny: Mu kuyenda kwanga konse, sindinaonepo Phiri lokongola ngati la Mount Everest."
"en: In many countries, the main reason that people come to big cities is because of work.","ny: Mu maiko ambiri, chifukwa chachikulu chomwe athu amapita mizinda ikuluikulu ndi chifukwa cha ntchito."
"en: It may seem like a crazy idea, but I think we should go visit Tom and Mary right now.","ny: Zikhoza kuoneka ngati maganizo opepera, koma ndikuganiza kuti tipite tikayendere Tom ndi Mary pompano."
en: It was after a meeting in America that he decided to write a book for non-scientists.,ny: Unali utagotha mkumano omwe anapanga ku America pomwe anapanga ganizo kulemba buku la wathu osakonda za sayansi.
en: It was five days after she graduated that my daughter left Osaka Airport for Germany.,ny: Anali masiku asanu atamaliza mamphunzi a ukachenjede mwana wanga wakazi anachoka ku bwalo la ndege la Osaka ndikupita ku Germany.
"en: Ladies and gentlemen, due to an accident at the airport, our arrival will be delayed.","ny: Azimayi ndi Azimbabo, chifukwa cha ngozi yachitika pa bwalo la ndenge, kufika kwathu kuchedwerapo."
en: Make your airplane reservations early since flights fill up quickly around Christmas.,ny: Mulipiliretu malo a ndenge mofulumira malowa asanathe chifukwa amatha mofulumira mu nyengo ya christmas.
en: Many native speakers of Japanese have trouble hearing the difference between B and V.,ny: Zika zambiri za ku japan zimakhala ndi vuto lokumva kusiyana kwa B ndi V.
en: My love for you won't let me tell you everything. Some things are better left unsaid.,ny: Chikondi changa pa iwe sichingandilole kukuuza china chilichonse. Zithu zina zofunika kuzisiya osazinena.
en: The airline provided free accommodation to stranded passengers as a goodwill gesture.,ny: Ogwira ntchito mu ndege amapereka malo ogona kwa ma kasitomala omwe asowekera ngati njira imodzi yosangalatsa makasitomala awo.
en: The antiques my father left when he died turned out to be nothing but worthless junk.,ny: Katundu yemwe bambo anga anasiya pomwe anafa anasanduka opanda ntchito.
"en: The bomb blew Tom's house to smithereens. Fortunately, he wasn't at home at the time.","ny: Bombalo linaphulitsa nyumba ya Tom kusanduka zidutswa. Mwayi wake, iye sanali ku nyumba nthawi imeneyi."
en: The number of students who were late for school was much smaller than I had expected.,ny: Kuwerenga kwa omphunzira omwe anachedwa ku sukulu chinali chiwerengero chochepa kusiyana ndi mmene ndinaganizira.
en: The old man in the wheelchair told me that he knew my mother when she was a teenager.,ny: Nkhalamba yomwe inali pa chikuku inandiuza kuti anawadziwa mayi anga pamene anali ndi zaka zama tini.
en: The sudden increase of cars is causing a large number of traffic accidents every day.,ny: Kuchuluka mwa dzidzidzi kwa ma galimoto kukupangitsa ngozi kuchuluka pa msewu tsiku lina lililonse.
en: There is no other country in the world where earthquakes are as frequent as in Japan.,ny: Palibe dziko lina lililonse lomwe chivomezi chimagwedeza pafupipafupi ngati dziko la Japan.
en: They usually have breakfast at half past seven o'clock and eat their lunch at twelve.,ny: Nthawi zambiri amadya kadzutsa hafu pasiti seveni ndipo amadya nkhomalilo 12 koloko.
"en: Tom and Mary both wanted to go to Boston, but neither of them could get the time off.","ny: Tom ndi Mary onse amafuna kupita ku Boston, koma palibe mwa iwo amafuna kugotaya nthawi chabe."
en: Tom could tell by the smile on Mary's face that she had had a good time at the party.,ny: Tom amaoneka ndi kumwetulira pa nkhope ya Mary kuti anali ndi nthawi yopambana pa madyerero.
en: Tom couldn't completely rule out the possibility that he might be laid off from work.,ny: Tom sanakamalizitsa kuti kuti pali kuthekera kochotsedwa ku ntchito.
en: Tom is the first guy Mary has really been interested in since she broke up with John.,ny: Tom ndi mwamuna yemwe Mary wasangalatsidwa naye kuchokera pomwe anasiyana ndi John.
en: Tom played a Spanish folk tune on his English horn at a Chinese restaurant in France.,ny: Tom amayimba nyimbo zachisipanishi kugwiritsa ntchito nyanga yachigerezi pa malo odyera achi chinese ku France.
en: Tom pulled out some necklaces from his bag and told Mary to choose the one she liked.,ny: Tom anatulutsa zovala nkhosi kuchokera mu chikwama chake ndikumuuza Mary kuti asakhe chomwe wachikonda.
en: Tom took me to a restaurant where you can eat as much as you want for thirty dollars.,ny: Tom ananditengera ku malo odyera komwe ukhoza kudya mmene ungadyere pa mtengo wa madola makumi atatu.
en: Tom volunteered a good deal of his time to helping those less fortunate than himself.,ny: Tom anazipereka kupanga chithu ku nthawi yake kuthandiza omwe ali ndi mwayi ochepekedwa kusiyana ndi iye mwini.
en: Tom was kicked out of his house by his parents when he confessed to being an atheist.,ny: Tom anathamangitsidwa nyumba ya makolo ake pomwe anavomereza kuti sakhulupilira Mulungu.
en: When in doubt tell the truth. It will confound your enemies and astound your friends.,"ny: Ukakhala ukukayika, nena choonadi. Zizasokoneza adani ako ndikukayikitsa abwenzi ako."
en: You're playing with fire if you insist on riding your motorcycle without a helmet on.,ny: Ukusewera ndi moto ngati ukuwumilira kupitilizabe kukwera njinga yamoto kupanda chipewa chakumutu.
"en: We were invited to their wedding. ""Is that so? Well, what are you going to get them?","ny: Tinaitanidwa ku ukwati. ""Ndi choncho?"" Chabwino. Ukawapeza kuti?"
en: A lot of companies are going under lately because banks are so tight with their money.,ny: Ma kapani ambiri akugoyendera chocho chifukwa ma Bank akhwimitsa ndalama zawo.
en: A pre-dawn raid has netted a large stash of illegal steroids and several bags of cash.,ny: Kutseka msewu mamawa zedi kusanache kwa apolice kwathandiza kupeza matumba a ndalama.
"en: After years of suffering, she finally decided to forget the past and begin a new life.","ny: Patatha zaka zambiri zovutika, anasankha kuiwala zambuyo ndikuyamba moyo wina watsopano."
"en: All happy families resemble each other, each unhappy family is unhappy in its own way.","ny: Mabanja onse osangalala amafanana, banja lililonse losasangalala ndi losasangalala mu njira yawoyawo."
"en: American politics are interesting to watch, especially during a presidential election.","ny: Ndale zaku America ndizosangalatsa kuzionera, makamaka nthawi ya masankho a president."
"en: Democracy is the worst form of government, except all the others that have been tried.",ny: Demokalase ndi njira yoipitsitsa kwambiri yoyendetsera bomam kupatula onse omwe anayesedwapo.
en: He said that he could smell something burning and that the telephones weren't working.,ny: Anati amava china chake chikupsya ndipo kuti ma telefoni samagwira ntchito.
"en: I don't need to sound like a native speaker, I just want to be able to speak fluently.","ny: Sindikufuna kukhala ngati mwini chiyankhulo, ndikugofuna kuti ndizitha kuyankhula mosacheuka."
en: I don't understand and I'm not used to not understanding. Please explain it once more.,"ny: Sindikumvetsetsa, ndipo sindinazolowere kusamvetsetsa. Chonde, fotokozeraninso kamodzinso."
en: I heard that Tom had been smuggling drugs into America for years before he got caught.,ny: Ndinamva kuti Tom amazembetsa mankhwala ozunguza ubongo kupita nawo ku America kwa zaka asanamugwire.
"en: I'd describe him as a middle-aged man in a yellow jacket, orange tie and a pink shirt.","ny: Ndimamuika ngati munthu wa pakatikati mwamuna yemwe wavala lelemba la chikaso, ya oleji ndi shati ya pink."
"en: If you could go back and start your life again, from what age would you like to start?","ny: Ngati ungabwererenso ku chiyambi cha moyo wako kamodzinso, ndi msinkhu uti omwe ungakonde kuyambira?"
en: It seems that the policeman in this TV series is a dirty cop who abuses his authority.,ny: Zikuoneka kuti wa police ndandanda wa kanemayu ndi waziphuphu yemwe amagwiritsa ntchito molakwika mphamvu zake.
"en: It's very difficult to find a black cat in a dark room, especially if there is no cat.","ny: Ndi zovuta kupeza mphaka okuda mu chipinda chadima, makamaka ngati mulibe mphaka."
"en: Many, if not most, professional translators only translate into their native language.","ny: Ambiri, ngati si onse, akatswiri omasulira, amamasulira mchilankhulo chobadwa nacho."
en: No news is good news. If you haven't heard from your son it's because he's doing well.,"ny: Palibe nkhani yomwe ili yabwino. Ngati simunamve kuchokera kwa mwana wanu, ndi chifukwa choti iye akuchita bwino."
en: Opponents say genetically engineered crops can cross-pollinate and damage other crops.,ny: Otsutsa amati kukwatitsa mbewu zikhoza kutheka kuononga mbewu zina.
en: Plan for the future because that's where you are going to spend the rest of your life.,ny: Pangani dongosolo la tsogolo lanu chifukwa ndikumene mukakhale moyo wanu onse omwe watsala mwa inu.
"en: Please fasten your seat belt and observe the ""no smoking"" sign until it is turned off.","ny: Chonde magani malamba ndikumvera zikwangwani zamumsewu ngati ""osasuta"" pokhapokha zitatha."
en: Sometimes you don't need to speak the same language in order to understand each other.,ny: Nthawi zina sikofunika kuyankhula chiyankhulo chimodzi kuti mumvetsetsane wina ndi mzake.
en: The company provides health care and life insurance benefits for all of its employees.,ny: Kampani imapereka chisamaliro cha zaumoyo komanso ishulansi ya moyo ngati zithu zabwino kwa ogwira ntchito ake.
"en: The first group studies in the morning, and the second group studies in the afternoon.","ny: Gulu loyamba lamphunzira kumawaku, ndipo gulu lachiwiri liphunzira kumasanaku."
en: The hardest thing in life is knowing which bridges to cross and which bridges to burn.,ny: Chithu chovuta kwambiri mu moyo ndikudziwa ma ulalo ati oti udutse ndi ma ulalo ati oti utenthe moto.
en: The only trouble I've ever had was dealing with people who didn't like my personality.,ny: Vuto lokhalo lomwe ndakhala nalo ndi kugwira ntchito ndi athu omwe samakonda umuthu wanga
"en: To put it bluntly, the reason this team won't win is because you're holding them back.","ny: Kuyankhula mwa ntchuntchuntchu, chifukwa chomwe team siwina ndi chifukwa choti mukuwalepheretsa kupita pa tsogolo."
en: Tom eventually figured out how to install a free database application on his computer.,"ny: Tom mogochitika zokha, anaganiza mmene angalowetsere database ya ulele pa makina a kompyuta ake."
en: Tom managed to cut himself while trying to open a bag of peanuts with his pocketknife.,ny: Tom anakwanitsa kuzicheka yekha pamene amayesera kutsegula chikwama cha chiponde ndi mpeni wake wanthumba.
en: Tom thought that there was a good chance that it was Mary who had stolen the painting.,ny: Tom anaganiza kuti panali mwayi waukulu kuti anali Mary yemwe anaba chothiridwa utotocho.
