sentence,category,chich_gloria,chich_shadreck
"It's very difficult to find a black cat in a dark room, especially if there is no cat.",Online,"Ndi zovuta kupeza mphaka okuda mu chipinda chadima, makamaka ngati mulibe mphaka.","Ndi zovuta kupeza mphaka okuda mu chipinda chadima, makamaka ngati mulibe mphaka."
"Many, if not most, professional translators only translate into their native language.",Online,"Ambiri, ngati si onse, akatswiri omasulira, amamasulira mchilankhulo chobadwa nacho.","Ambiri, ngati si onse, akatswiri omasulira, amamasulira mchilankhulo chobadwa nacho."
No news is good news. If you haven't heard from your son it's because he's doing well.,Online,"Palibe nkhani yomwe ili yabwino. Ngati simunamve kuchokera kwa mwana wanu, ndi chifukwa choti iye akuchita bwino.","Palibe nkhani yomwe ili yabwino. Ngati simunamve kuchokera kwa mwana wanu, ndi chifukwa choti iye akuchita bwino."
Opponents say genetically engineered crops can cross-pollinate and damage other crops.,Online,Otsutsa amati kukwatitsa mbewu zikhoza kutheka kuononga mbewu zina.,Otsutsa amati kukwatitsa mbewu zikhoza kutheka kuononga mbewu zina.
Plan for the future because that's where you are going to spend the rest of your life.,Online,Pangani dongosolo la tsogolo lanu chifukwa ndikumene mukakhale moyo wanu onse omwe watsala mwa inu.,Pangani dongosolo la tsogolo lanu chifukwa ndikumene mukakhale moyo wanu onse omwe watsala mwa inu.
"Please fasten your seat belt and observe the ""no smoking"" sign until it is turned off.",Online,"Chonde magani malamba ndikumvera zikwangwani zamumsewu ngati ""osasuta"" pokhapokha zitatha.","Chonde magani malamba ndikumvera zikwangwani zamumsewu ngati ""osasuta"" pokhapokha zitatha."
Sometimes you don't need to speak the same language in order to understand each other.,Online,Nthawi zina sikofunika kuyankhula chiyankhulo chimodzi kuti mumvetsetsane wina ndi mzake.,Nthawi zina sikofunika kuyankhula chiyankhulo chimodzi kuti mumvetsetsane wina ndi mzake.
The company provides health care and life insurance benefits for all of its employees.,Online,Kampani imapereka chisamaliro cha zaumoyo komanso ishulansi ya moyo ngati zithu zabwino kwa ogwira ntchito ake.,Kampani imapereka chisamaliro cha zaumoyo komanso ishulansi ya moyo ngati zithu zabwino kwa ogwira ntchito ake.
"The first group studies in the morning, and the second group studies in the afternoon.",Online,"Gulu loyamba lamphunzira kumawaku, ndipo gulu lachiwiri liphunzira kumasanaku.","Gulu loyamba lamphunzira kumawaku, ndipo gulu lachiwiri liphunzira kumasanaku."
The hardest thing in life is knowing which bridges to cross and which bridges to burn.,Online,Chithu chovuta kwambiri mu moyo ndikudziwa ma ulalo ati oti udutse ndi ma ulalo ati oti utenthe moto.,Chithu chovuta kwambiri mu moyo ndikudziwa ma ulalo ati oti udutse ndi ma ulalo ati oti utenthe moto.
The only trouble I've ever had was dealing with people who didn't like my personality.,Online,Vuto lokhalo lomwe ndakhala nalo ndi kugwira ntchito ndi athu omwe samakonda umuthu wanga,Vuto lokhalo lomwe ndakhala nalo ndi kugwira ntchito ndi athu omwe samakonda umuthu wanga
"To put it bluntly, the reason this team won't win is because you're holding them back.",Online,"Kuyankhula mwa ntchuntchuntchu, chifukwa chomwe team siwina ndi chifukwa choti mukuwalepheretsa kupita pa tsogolo.","Kuyankhula mwa ntchuntchuntchu, chifukwa chomwe team siwina ndi chifukwa choti mukuwalepheretsa kupita pa tsogolo."
Tom eventually figured out how to install a free database application on his computer.,Online,"Tom mogochitika zokha, anaganiza mmene angalowetsere database ya ulele pa makina a kompyuta ake.","Tom mogochitika zokha, anaganiza mmene angalowetsere database ya ulele pa makina a kompyuta ake."
Tom managed to cut himself while trying to open a bag of peanuts with his pocketknife.,Online,Tom anakwanitsa kuzicheka yekha pamene amayesera kutsegula chikwama cha chiponde ndi mpeni wake wanthumba.,Tom anakwanitsa kuzicheka yekha pamene amayesera kutsegula chikwama cha chiponde ndi mpeni wake wanthumba.
Tom thought that there was a good chance that it was Mary who had stolen the painting.,Online,Tom anaganiza kuti panali mwayi waukulu kuti anali Mary yemwe anaba chothiridwa utotocho.,Tom anaganiza kuti panali mwayi waukulu kuti anali Mary yemwe anaba chothiridwa utotocho.
Tom walked over to the woman with a drink in her hand and asked her what her name was.,Online,Tom anapita kwa zimayi yemwe anali ndi chakumwa manja mwake ndikumufunsa dzina lake.,Tom anapita kwa zimayi yemwe anali ndi chakumwa manja mwake ndikumufunsa dzina lake.
"Tom wanted to cut down that tree in his front yard, but Mary doesn't want it cut down.",Online,"Tom amafuna adule mtego omwe uli kutsogolo kwa nyumba yake, koma Mary sakufuna kuti udulidwe.","Tom amafuna adule mtego omwe uli kutsogolo kwa nyumba yake, koma Mary sakufuna kuti udulidwe."
"Tom wasn't wearing a wedding ring, but Mary noticed a white circle on his ring finger.",Online,"Tom sanavale kachitsulo ka malonjezo apaukwati, koma Mary anaona kuzungulira pa chala chake chomwe pamakhala kachitsulo ka malonjezo a ukwati.","Tom sanavale kachitsulo ka malonjezo apaukwati, koma Mary anaona kuzungulira pa chala chake chomwe pamakhala kachitsulo ka malonjezo a ukwati."
We must pay attention to the fact that no nation claimed sovereignty over this region.,Online,Tiyenera kukhala ntcheru ku choonadi kuti palibe mfuko ligaime pachulu kuti ndi loyima palokha mu chigawo ichi.,Tiyenera kukhala ntcheru ku choonadi kuti palibe mfuko ligaime pachulu kuti ndi loyima palokha mu chigawo ichi.
"When I got the phone call telling me of my father's death, I was completely flustered.",Online,"Pamene ndinalandira foni kundiuza imfa ya bambo anga, ndinabalalika zedi.","Pamene ndinalandira foni kundiuza imfa ya bambo anga, ndinabalalika zedi."
You could search the world over and never find another woman more beautiful than Mary.,Online,Ukhoza kufufuza dzikoli ndikusapeza mkazi wina wokongola zedi kuposa Mary.,Ukhoza kufufuza dzikoli ndikusapeza mkazi wina wokongola zedi kuposa Mary.
"According to a recent study, the average life span of the Japanese is still increasing.",Online,"Potengera kafukufuku watsopanoli, moyo wokhalira moyo ku kwa mzika za Japan kuku-kulilabe.","Potengera kafukufuku watsopanoli, moyo wokhalira moyo ku kwa mzika za Japan kuku-kulilabe."
"According to this magazine, my favorite actress will marry a jazz musician next spring.",Online,"Potengera magazine iyiyi, katswiri yemwe ndimamukonda akwatilana ndi woyimba jazz mchilimwe chikudzachi.","Potengera magazine iyiyi, katswiri yemwe ndimamukonda akwatilana ndi woyimba jazz mchilimwe chikudzachi."
"At first we used to go separately, but one day we started going and returning together.",Online,"Poyamba, timkapita aliyense yekha-yekha, koma tsiku lina tinayamba kupita ndi kubwerera limodzi.","Poyamba, timkapita aliyense yekha-yekha, koma tsiku lina tinayamba kupita ndi kubwerera limodzi."
"At lunchtime today, our usual restaurant was closed because of a funeral in the family.",Online,"Pa nkhomaliro tsiku lalero, malo omwe timadyera nthawi zambiri anali otseka chifukwa cha maliro mu banjalo.","Pa nkhomaliro tsiku lalero, malo omwe timadyera nthawi zambiri anali otseka chifukwa cha maliro mu banjalo."
"Because of some technical problem, a movie was shown in place of the announced program.",Online,"Chifukwa cha vuto lazipagizo, kanema anawonetsedwa pa malo omwe anakonzedwera.","Chifukwa cha vuto lazipagizo, kanema anawonetsedwa pa malo omwe anakonzedwera."
Governments usually resort to price control when inflation has reached a certain level.,Online,Boma ntahwi zambiri amaika mitengo ngati mitengo yafika pa pa ndandanda wina wake.,Boma ntahwi zambiri amaika mitengo ngati mitengo yafika pa pa ndandanda wina wake.
"He can't tell a cherry tree from a plum tree, but he can name them in twelve languages.",Online,"Sangasiyanitse mtengo wa cherry ndi mtengo wa plum, koma akhoza kuntchula mayina ake mu ziyankhulo nkhimu ndi ziwiri.","Sangasiyanitse mtengo wa cherry ndi mtengo wa plum, koma akhoza kuntchula mayina ake mu ziyankhulo nkhimu ndi ziwiri."
"He who asks is a fool for five minutes, but he who does not ask remains a fool forever.",Online,"Iye afunsa funso ndi chitsilu mphindi zisanu, koma iye safunsa amakhalabe chitsilu nthawi zonse.","Iye afunsa funso ndi chitsilu mphindi zisanu, koma iye safunsa amakhalabe chitsilu nthawi zonse."
"He's a really straight-laced guy, so he doesn't like the idea of his son changing jobs.",Online,"Ndi munthu wopanda zibwana, kotero sakondwera ndi ganizo la mwana wake kusintha zintchito.","Ndi munthu wopanda zibwana, kotero sakondwera ndi ganizo la mwana wake kusintha zintchito."
I don't think I'll ever sound like a native speaker and I don't really think I need to.,Online,Sindikuganiza kuti ndizamvekango ngati badwa ya chiyankhulo ndipo sindikuganiza kuti ndikuyenera kutero.,Sindikuganiza kuti ndizamvekango ngati badwa ya chiyankhulo ndipo sindikuganiza kuti ndikuyenera kutero.
I imagine that Tom will eventually find out that Mary has been talking behind his back.,Online,Taganizirani kuti Tom kugochitika kuzindikira kuti Mary amamunena kumbali.,Taganizirani kuti Tom kugochitika kuzindikira kuti Mary amamunena kumbali.
I never for a moment imagined that I would still be doing this kind of thing at my age.,Online,Mukanthawi sindinaganizirepo kuti ndizakhala ndikupangabe izi pa msinkhu umene ndili stopano.,Mukanthawi sindinaganizirepo kuti ndizakhala ndikupangabe izi pa msinkhu umene ndili stopano.
I think it's highly unlikely that we'll ever get any help from the national government.,Online,Ndikuganiza kuti ndizosatheka kuti tizalandira thandizo ku boma.,Ndikuganiza kuti ndizosatheka kuti tizalandira thandizo ku boma.
I would like to drastically decrease the amount of time it takes me to clean the house.,Online,Ndikufuna ndichepetse kuchuluka kwa nthawi yomwe ndimatenga pokonza nyumba.,Ndikufuna ndichepetse kuchuluka kwa nthawi yomwe ndimatenga pokonza nyumba.
"If mankind doesn't take care of the environment, the environment may eliminate mankind.",Online,"Ngati wathu sasamala chilengedwe, chilengedwe chikhoza kuchepetsa chiwerengo cha wathu.","Ngati wathu sasamala chilengedwe, chilengedwe chikhoza kuchepetsa chiwerengo cha wathu."
People who are constantly copying others do it because they can't think for themselves.,Online,Athu omwe amatsazira azawo nthawi zambiri ndi chifukwa chakuti sangaganize za iwo eni.,Athu omwe amatsazira azawo nthawi zambiri ndi chifukwa chakuti sangaganize za iwo eni.
"Suddenly, there was a period of terrible violence and hatred between blacks and whites.",Online,"Mosamvetsetseka, panali nthawi panali upandu ndi kudana pakati pa athu okuda ndi azungu.","Mosamvetsetseka, panali nthawi panali upandu ndi kudana pakati pa athu okuda ndi azungu."
That report was important because it pointed out all the errors the committee had made.,Online,Zolembedwazo zinali zofunika kwambiri chifukwa zinaonetsa zonse zolakwika zomwe komiti inapanga.,Zolembedwazo zinali zofunika kwambiri chifukwa zinaonetsa zonse zolakwika zomwe komiti inapanga.
The amount of paper produced by a country is closely related to its cultural standards.,Online,Kuchuluka kwa ma papela omwe dziko limakonza zimayenderana kwambiri ndi kayimidwe kawo pa chikhalidwe.,Kuchuluka kwa ma papela omwe dziko limakonza zimayenderana kwambiri ndi kayimidwe kawo pa chikhalidwe.
The first point that requires clarification is that the design was purely experimental.,Online,Mfundo yoyamba yofunika kutsindika ndi yakuti dongosololo linali theradi kutengera kadziwidwe.,Mfundo yoyamba yofunika kutsindika ndi yakuti dongosololo linali theradi kutengera kadziwidwe.
The shortage of engineers is the greatest bottleneck to the development of our company.,Online,Kuchepekedwa kwa ma enginners ndi vuto lalikulu ndi lotsamwitsa ku chitukuko cha kampani yathu.,Kuchepekedwa kwa ma enginners ndi vuto lalikulu ndi lotsamwitsa ku chitukuko cha kampani yathu.
The twins look so much alike it's next to impossible to distinguish one from the other.,Online,Ma twini amaoneka mofanana zedi kokuti ndi kovuta kusiyanitsa kwawina ndi zake.,Ma twini amaoneka mofanana zedi kokuti ndi kovuta kusiyanitsa kwawina ndi zake.
"To become a professional banjo player, you need to spend thousands of hours practicing.",Online,Kuti ukhale katakwe woyimba banjo ukufunika kukhala ukuyeserera zikwi za zikwi za ma ola ukuyeserera.,Kuti ukhale katakwe woyimba banjo ukufunika kukhala ukuyeserera zikwi za zikwi za ma ola ukuyeserera.
Tom asked Mary when she was going to buy a new pair of shoes for her youngest daughter.,Online,Tom anafunsa Mary nthawi yomwe apite kukagula nsapato za mwana wake wamkazi wang'ono.,Tom anafunsa Mary nthawi yomwe apite kukagula nsapato za mwana wake wamkazi wang'ono.
"Tom had his ear pressed to the door, trying to hear what was going on in the next room.",Online,Tom anagunditsa nkhutu lake ku chipupa ndi cholinga choyesera kuti amve zomwe zimayankhulidwa mu chipinda chotsatira.,Tom anagunditsa nkhutu lake ku chipupa ndi cholinga choyesera kuti amve zomwe zimayankhulidwa mu chipinda chotsatira.
is a public engagement work aimed at bringing awareness on scientific research on sleeping sickness.,https://streetscience.info,ndi ntchito imene inakhazikitsidwa kuthandizira anthu kuti adziwe zimene akuchita a zakafukufuku wa sayansi pa nkhani ya matenda a kashembe (amene amatchedwanso kaliodzera),ndi ntchito imene inakhazikitsidwa kuthandizira anthu kuti adziwe zimene akuchita a zakafukufuku wa sayansi pa nkhani ya matenda a kashembe (amene amatchedwanso kaliodzera)
"A collaboration between the Wellcome Centre for Integrative Parasitology, University of Glasgow School of Life Sciences, Surge, Kamuzu University of Health Sciences and Malawi VOICES.",https://streetscience.info,"Ntchitoyi ikugwiridwa molumukizana pakati pa magulu a Wellcome Centre for Integrative Parasitology, University of Glasgow School of Life Sciences, Surge, Kamuzu University of Health Sciences ndi Malawi VOICES.","Ntchitoyi ikugwiridwa molumukizana pakati pa magulu a Wellcome Centre for Integrative Parasitology, University of Glasgow School of Life Sciences, Surge, Kamuzu University of Health Sciences ndi Malawi VOICES."
This project is funded by the ScotPEN Wellcome Engagement Award ,https://streetscience.info,Ndalama zoyendetsera ntchitoyi zinachokera ku ScotPEN Wellcome Engagement Award,Ndalama zoyendetsera ntchitoyi zinachokera ku ScotPEN Wellcome Engagement Award
These are articles that appear in other media platforms about our activities,https://streetscience.info,"Izi ndi nkhani ndimene zalembedwa ndi nyumba zina zofalitsa nkhani, pokamba za ntchito zathu","Izi ndi nkhani ndimene zalembedwa ndi nyumba zina zofalitsa nkhani, pokamba za ntchito zathu"
Recent Posts,https://streetscience.info,Zolembedwa Posachedwapa,Zolembedwa Posachedwapa
Below are some of the radios that we have partnered with to cover our engagements in Rumphi and Nkhotakota in Malawi. These will run alongside our performances allowing a larger community to engage with the discussions and information available. These radio stations will make available programs that will engage radio listening clubs after live interviews and Questions and Answers.,https://streetscience.info,Awa ndi ena mwa nyumba zofalitsa nkhani zimene talumikizana nazo kuti zifalitse nkhani za zionetsero zathu ku Rumphi ndi ku Nkhotakota mu Malawi. Iwowa ankhala akukamba za ife pamene tikhale tikupanga zionetsero zathu kuthandizira kuti anthu amumadera ochuluka athenso kutenga nawo mbali mu zokambirana zathu. Ma wailesi awa athandizira kuti maprogram apezeke oti ticheze ndi magulu a anthu omvera Wailesi pamene titadzafunsane ndi kuyankhana mafunso.,Awa ndi ena mwa nyumba zofalitsa nkhani zimene talumikizana nazo kuti zifalitse nkhani za zionetsero zathu ku Rumphi ndi ku Nkhotakota mu Malawi. Iwowa ankhala akukamba za ife pamene tikhale tikupanga zionetsero zathu kuthandizira kuti anthu amumadera ochuluka athenso kutenga nawo mbali mu zokambirana zathu. Ma wailesi awa athandizira kuti maprogram apezeke oti ticheze ndi magulu a anthu omvera Wailesi pamene titadzafunsane ndi kuyankhana mafunso.
